Title,Description,Link,Organisation,Type of Organisation,Country,Language,Key Area,Sector,Scope
GPP-Furniture - An open learning resource on Green Public Procurement for the furniture industry,"GPP-FURNITURE, European project funded by the Erasmus+ programme, has for objective the development of an innovative e-training program for professionals of the furniture and habitat sector in the field of furniture production and design that meets the new environmental requirements known as Green Public Procurement (GPP).",https://circulareconomy.europa.eu/platform/en/good-practices/gpp-furniture-open-learning-resource-green-public-procurement-furniture-industry,AMUEBLA,Business Association,EU,English,Innovation and investments,"Education and skills, Furniture, Public procurement",N/A
Renuevas: a Ecoembes-Danone collaboration to increase away-from-home recycling rates,"The ReNueva project of Aguas Danone has been launched todevelop its commitment to recycling and reusing plastics, with funding from the Danone Ecosystem Fund; a fund created by Danone at a global level. It aims at increasing recycling in the away-from-home market, while simultaneously training and creating jobs for disabled or socially excluded people.",https://circulareconomy.europa.eu/platform/en/good-practices/renuevas-ecoembes-danone-collaboration-increase-away-home-recycling-rates,Ecoembes,Corporate campaign or initiative,Spain,Spanish,"Consumption, Waste management","Empowering Consumers, Social Enterprise",N/A
PerForm Water 2030 - redesigning water infrastructure for efficiency and circularity,The PerFORM WATER 2030 project will cover the following 4 main thematic areas and will focus on different study activities and pilots (TRL 4 to 7) implementation:Water pathwayBiosolids valorization pathwayMaterial and energy recovery pathwayEconomic sustainability and social acceptability of new technologies.,https://circulareconomy.europa.eu/platform/en/good-practices/perform-water-2030-redesigning-water-infrastructure-efficiency-and-circularity,GRUPPO CAP,Public service,Italy,English,Innovation and investments,"Waste management & Secondary Raw Materials, Water",N/A
"Paperchain: New market niches for the PPI waste in construction, mining and chemical sectors",The overall objective of PAPERCHAIN is to deploy five novel circular economy models centred in the valorisation of the waste streams generated by the Pulp and Paper Industry (PPI),https://circulareconomy.europa.eu/platform/en/good-practices/paperchain-new-market-niches-ppi-waste-construction-mining-and-chemical-sectors,ACCIONA Construction,Private company,Spain,English,Waste management,"Industrial symbiosis, Pulp and Paper Industry (PPI), Waste management & Secondary Raw Materials",N/A
Bresso:enhancement of biomethane upgrade from sewage sludge by algae valorization,"CAP HOLDING, at the Bresso/Niguarda wastewater plant, has installed two sewage sludge biomethane upgrade plants, one based on membrane technology and the other on zeolite filtration. The ultimate aim of the project is to evaluate the technical feasibility of biomethane production from sewage sludge accordingly to CEN standards.",https://circulareconomy.europa.eu/platform/en/good-practices/bressoenhancement-biomethane-upgrade-sewage-sludge-algae-valorization-0,GRUPPO CAP,Public service,Italy,English,Secondary raw materials,"Bioeconomy and Biomimicry, Waste management & Secondary Raw Materials",N/A
Citizen participation and circular economy: a Pilot project in the City Hall of Valladolid,Programme of action for the development of a local circular economy strategy.,https://circulareconomy.europa.eu/platform/en/good-practices/citizen-participation-and-circular-economy-pilot-project-city-hall-valladolid,Ecoembalajes España S.A.,Public-private partnership,Spain,Spanish,Waste management,"Empowering Consumers, Social impact",Cities
Circular Procurement: Green Deal Circulair Aankopen - Vlaanderen Circulair,"Together with a number of partner organisations, Circular Flanders and the Government of the Region of Flanders launched the Green Deal for Circular Procurement (GDCP) on 8 June 2017. Some 130 companies, local authorities and non-profit organisations took part in this landmark event.",https://circulareconomy.europa.eu/platform/en/good-practices/circular-procurement-green-deal-circulair-aankopen-vlaanderen-circulair,Circular Flanders,Regional authority,Belgium,Dutch,Innovation and investments,"Corporate Procurement, Public procurement",N/A
Development of deconstruction wood waste use as energy recovery in cement plants,"French cement producers plan to increase alternative fuels use from 44% of the fuel mix to 50%, by 2025. To support this initiative, they aim, in collaboration with construction and recycling trade organisations, to double the amount of wood waste used in the energy supply of cement plants.",https://circulareconomy.europa.eu/platform/en/good-practices/development-deconstruction-wood-waste-use-energy-recovery-cement-plants,SFIC - Syndicat Français de l'Industrie Cimentière,Business Association,France,French,"Production, Waste management, Secondary raw materials","Cement, Steel, Chemicals, Circular action for climate neutrality",N/A
"Clothes are moving fast in fashion retail, but a re-use and recycle scheme keeps hangers in the loop","Braiform is a global leader in garment hanger reuse. Products are returned to reuse centres where they are sorted, repackaged and distributed back to garment-producing regions, preventing them from ending up in landfill.",https://circulareconomy.europa.eu/platform/en/good-practices/clothes-are-moving-fast-fashion-retail-re-use-and-recycle-scheme-keeps-hangers-loop,Braiform,Business,Other (Hong Kong),English,Innovation and investments,"B2B services, Product as a Service, Retail",N/A
Make the most of these beets: increasing diversity and building resilience in the sugar industry,"There are plenty of hot startups with a new technology that can accelerate the transition to a circular economy.Yet some of the best examples rely on the gradual evolution of processes and a precise understanding of energy and resource flows. Continual improvement, collaboration and systems thinking are very much on display at the BritishSugar’s Factoryin Norfolk.",https://circulareconomy.europa.eu/platform/en/good-practices/make-most-these-beets-increasing-diversity-and-building-resilience-sugar-industry,British Sugar plc,Business,United Kingdom,English,Production,"Food, water and nutrients",N/A
Smart proteins saving our seas: black soldier flies convert waste into high quality food for aquaculture,"The Need- a huge volume of organic waste is generated each year. At the same time there is a growing demand for high quality protein in the animal feed and aquaculture sectors.The Solution- by using the remarkable nutrient-recycling capacity of the black soldier fly larvae, organic waste can be converted into high quality protein in a very short time period.",https://circulareconomy.europa.eu/platform/en/good-practices/smart-proteins-saving-our-seas-black-soldier-flies-convert-waste-high-quality-food-aquaculture,Agriprotein,Business,Other (South Africa),English,Waste management,"Agriculture, fertilisers and forestry, Bioeconomy and Biomimicry, Food, water and nutrients",N/A
Do we have waste in 2030? - The role of municipalities in the transition to a circular economy,The purpose of the project has been to highlight the possibilities the municipalities and regions have to accommodate a more circular economy in the future.,https://circulareconomy.europa.eu/platform/en/good-practices/do-we-have-waste-2030-role-municipalities-transition-circular-economy,The Norwegian Association of Local and Regional Authorities,National authority,Other (Norway),Other (Norwegian),"Waste management, Secondary raw materials, Innovation and investments","Governance, Public services",Municipalities
